id,q_content
a108,Where was the photo taken?
a109,What happened to the fridge?
a110,Why is the counter so cluttered?
a111,What do you think they are discussing?
a112,Who took this picture?
a113,What restaurant are they heading to?
a114,How long have they been together?
a115,Does this kid have siblings?
a116,What country was this photo taken in?
a117,How old is this giraffe?
a118,Do giraffes know how to jump?
a119,Do you think they are still alive today?
a120,Who's their mother's favorite of the two?
a121,Is she old enough to drink?
a122,How many calories do you think is in her beer?
a123,Can you tell the age of this horse?
a124,How tall do you think the person is?
a125,How long do you think she’s been cooking?
a126,Is she head chef?
a127,Do you think this bathroom is small?
a128,How long would it take to clean this bathroom?
a129,Who is the photographer?
a130,What do you imagine the colognes smell like?
a131,What is she looking at on her phone
a132,How many people were with her
a133,What is the person in the pink hat saying
a134,What kind of event in going on here
a135,Do they feel cramped sitting at the table together
a136,Is there a third person that is sitting with them
a137,How skilled are they at skiing
a138,Are they close to the bottom of the area they are skiing down
a139,Is this picture supposed to evoke a sad feeling
a140,How long did it take to set up this picture
a151,Are these children brothers with different leisure interests?
a152,Are these children at a daycare or camp of some kind?
a153,Are these teenagers eating out before their prom night?
a154,Are these teenagers talking about the roll on the guy's plate or the chicken?
a155,Is this woman in a bakery or donut shop?
a156,Is this woman enjoying the doughnut or repulsed by it?
a157,Is the batter going to hit the ball?
a158,What do you think the weather is in this picture
a159,Is this a group of friends at a party or place of work?
a160,What game are these people playing?
a161,Which mountain do you think would be the most fun to ski down?
a162,How do skiers practice in the summer?
a163,How would you feel about your child wanting to snowboard at a young age?
a164,"Should snowboarders wear helmets, even if not going down a large distance?"
a165,Is there a strong emotional connection between humans and their pets?
a166,"Because cats can jump so high, are items in a cat owner's home more breakable?"
a167,What occasion are these people celebrating?
a168,How might the weather impact this person's mood?
a169,Where do you think the suitcases are being thrown?
a170,Do people who work on ships have to fit a specific fitness requirement?
a171,Is this a family-friendly event or a family event?
a172,How many pizzas would you need to order to feed a crowd of double this size?
a173,Which body part hurts to tattoo the most?
a174,Is it easier to wear glasses or contacts?
a175,Is red wine or white wine more popular?
a176,Is this a political fundraiser.
a177,Which cities could have a similar skyline?
a178,How might climate change impact this skyline?
a179,How many strikes did the player hit?
a180,What happens after you catch a baseball?
a181,Do you like sugar with your tea?
a182,Is it date night?
a183,What time of year is best to  kites?
a184,Is it a good idea to fly kites at the waters edge?
a185,How fast can horses run?
a186,Do the horses enjoy being ridden?
a187,What game can you play on the wii?
a188,Are family game nights enjoable?
a189,Who is the current best tennis player?
a190,How har can a tennis ball be hit?
a191,What animal does the teddy bear so have symbolize?
a192,Is this exactly a police officer?
a193,Is the skater class to water?
a194,What kind of game is this?
a195,What is the wines trying to help the baby out with
a196,What kind of facial expression is the woman having?
a197,What is the name of the bank snack?
a198,Is this s delivered package already?
a199,What season of this year could this be?
a200,What kind of event is this?
a211,What do you think the weather is like where the picture takes place?
a212,What do you feel like the woman is looking at?
a213,What kind of event do you feel the man is going to?
a214,Which relative do you think took this picture?
a215,How long do you think this rider has been professionally riding for?
a216,Do you think his back hurts?
a217,Does this child ride a skateboard often?
a218,Do you think this child learned skating from a family member?
a219,Do you think this child has flown a kite before?
a220,How cold do you think it is?
a221,How likely do you think he will hit a home run?
a222,Is he happy playing this sport or just doing it to please his parents?
a223,Is this an halloween party?
a224,Did rapture happened and took everyone at the party but left the bartender?
a225,Did someone force him to sit outside?
a226,Is he contemplating running away from home?
a227,Are the people on the beach genuinely happy or forced to be out there by aliens?
a228,Are ghost flying the kites?
a229,Is the dog a great swimmer?
a230,Is the guy rowing the canoe a dog lover?
a231,Why do people enjoy flying kites?
a232,Is the beach a place that brings you joy?
a233,What was your favorite wii game to play?
a234,Do you think video games are harmful in anyway?
a235,Do you like the rain? 
a236,Why do you think the design of umbrellas hasn't changed much?
a237,Do you prefer to tell time digitally or the old fashioned way?
a238,"Time isn't real, do you agree?"
a239,Have you ever tried rollerskating?
a240,"If you ever roller-skated, rode a bike/motorcycle do you always wear a helmet? "
a241,Why is the man recording these women? 
a242,Is the man in the background supposed to be a part of the video?
a243,Did he just hit a home run? 
a244,How many teams has he played for?
a245,Is this lady going to work?
a246,what part of the country is she currently in?
a247,How important is motorcycle safety?
a248,Are they going to work?
a249,Did they get dressed up for a picture or video?
